Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
Chlamydiae,TreatmentGroupGrp2...TreatmentGroupGrp3,0.0376723400260861,-0.471349650335907,0.54669433038808,4.53987579113945,0.145876586938651,0.88415548499135,0.925278995921181,-5.27454659379051
Lentisphaerae,TreatmentGroupGrp2...TreatmentGroupGrp3,0.440528463033409,-0.032248626447436,0.913305552514255,4.39852435627783,1.83661062422701,0.0676479612376991,0.747192970923655,-4.0289148076802
Fibrobacteres,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.102768429298054,-0.38062450527138,0.175087646675273,4.02574208995853,-0.729019863822787,0.466782865647779,0.921079405296225,-5.08338242159732
Aquificae,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0271911439519283,-0.136285882341461,0.0819035944376045,3.73658985027459,-0.491273360456196,0.623734213406073,0.921079405296225,-5.1920186378479
Crenarchaeota,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0233736722031836,-0.107113149663334,0.0603658052569666,3.56597768147536,-0.550169161885209,0.582774439313193,0.921079405296225,-5.16903573053935
Deferribacteres,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0359429837220935,-0.130388553172273,0.0585025857280861,3.50107758511327,-0.750122302074532,0.454001089333209,0.921079405296225,-5.07170537765844
Nitrospirae,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0315026374828364,-0.128013128956823,0.0650078539911504,3.45054336974264,-0.643386478376287,0.52065896647493,0.921079405296225,-5.12736736394363
Armatimonadetes,TreatmentGroupGrp2...TreatmentGroupGrp3,0.0343189273447178,-0.0941784531792554,0.162816307868691,3.301526559457,0.526427989233267,0.599133493562528,0.921079405296225,-5.17861198093373
Gemmatimonadetes,TreatmentGroupGrp2...TreatmentGroupGrp3,0.0231801344662688,-0.0858009880623712,0.132161256994909,3.21273647304196,0.419241450682086,0.675458230550565,0.921079405296225,-5.21660293045823
Thaumarchaeota,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0609060979347027,-0.188807720922703,0.0669955250532973,2.90102952722489,-0.938608022951017,0.348985217638024,0.921079405296225,-4.95274890762606
Elusimicrobia,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.176691879724746,-0.376671574126645,0.0232878146771529,2.80456098278473,-1.74152707885616,0.0830214412137394,0.747192970923655,-4.15425224979843
Ignavibacteriae,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0173606118492549,-0.162148903474982,0.127427679776473,2.74146612263267,-0.236336676741612,0.813396419493785,0.925278995921181,-5.26157365062457
Thermodesulfobacteria,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0931897512921287,-0.188742506174518,0.00236300359026083,2.34860105950262,-1.92231467340377,0.0558877408306454,0.747192970923655,-3.91045901903307
Bacillariophyta,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0383404437593238,-0.142495248321332,0.0658143608026848,2.30923717870359,-0.725566742432183,0.468893403267555,0.921079405296225,-5.08526168450457
Kiritimatiellaeota,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.127539363259644,-0.254769295912589,-0.00030943060669833,2.26802103307283,-1.97590460922895,0.0494503632890345,0.747192970923655,-3.83380662894999
Candidatus Saccharibacteria,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0340515516880773,-0.224487278976504,0.156384175600349,2.1533847447676,-0.352442293855441,0.724851816664021,0.925278995921181,-5.2359317002056
Chrysiogenetes,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0398413078913342,-0.117400724259345,0.0377181084766763,1.98193509757458,-1.01253508701479,0.312425665922896,0.921079405296225,-4.89891171891696
Calditrichaeota,TreatmentGroupGrp2...TreatmentGroupGrp3,0.0377217250722046,-0.0838988321673455,0.159342282311755,1.95629915100546,0.611357977646324,0.541611460638093,0.921079405296225,-5.14241271631207
Dictyoglomi,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0707121939012705,-0.225039879894182,0.0836154920916414,1.87448159353374,-0.903153343160201,0.367459954169296,0.921079405296225,-4.97713148216913
Caldiserica,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0304500526406204,-0.158290727075001,0.0973906217937603,1.15929579233984,-0.469493955905847,0.639194588115215,0.921079405296225,-5.19985958153273
Candidatus Cloacimonetes,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.133388788071249,-0.237351652024717,-0.0294259241177815,1.0928012350185,-2.52901912130301,0.0121588696733006,0.547149135298527,-2.92613415294836
Candidatus Bipolaricaulota,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0212206191243153,-0.150945565135894,0.108504326887264,0.997982814664364,-0.322446089819394,0.747431022515534,0.925278995921181,-5.24097303200156
Coprothermobacterota,TreatmentGroupGrp2...TreatmentGroupGrp3,0.0102636230408228,-0.0697380565846402,0.0902653026662859,0.952896550459759,0.252878912002481,0.800604517108779,0.925278995921181,-5.25853705126767
Candidatus Micrarchaeota,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.137561943177262,-0.911911893857715,0.636788007503191,0.928026875674781,-0.350172249142828,0.726555172176786,0.925278995921181,-5.23401869672461
Candidatus Gracilibacteria,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.024959101806156,-0.0907157277912452,0.0407975241789332,0.547648965731822,-0.748170219532637,0.455178866542667,0.921079405296225,-5.07279652726605
Candidatus Korarchaeota,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.00931021935477863,-0.0463019382054626,0.0276814994959053,0.133901592807061,-0.49614940968518,0.620307662181186,0.921079405296225,-5.18039903292081
